python_based_indices,frequency,percentage,mapping
8108,56,0.003970440073651663,7462
28484,464,0.03289793203882807,25484
33748,98,0.006948270128890411,29732
17401,40,0.0028360286240369024,16329
59,7,0.0004963050092064579,1
33241,54,0.0038286386424498183,29284
14868,151,0.010706008055739307,13968
29040,48,0.003403234348844283,25944
778,140,0.009926100184129158,670
9281,112,0.007940880147303327,8605
817,35,0.0024815250460322896,706
8640,14,0.0009926100184129158,7989
12861,114,0.008082681578505172,12025
14058,104,0.007373674422495946,13191
15636,106,0.007515475853697791,14605
4043,77,0.0054593551012710375,3610
32697,68,0.004821248660862734,28835
31851,154,0.010918710202542075,28112
14407,85,0.006026560826078418,13521
21732,128,0.009075291596918087,20457
33229,107,0.007586376569298714,29272
18762,32,0.0022688228992295218,17676
3234,55,0.003899539358050741,2842
8577,83,0.005884759394876572,7926
26122,84,0.005955660110477495,23275
5506,16,0.0011344114496147609,5005
11739,11,0.0007799078716101481,10969
33554,21,0.0014889150276193737,29546
25556,60,0.0042540429360553534,22783
20964,77,0.0054593551012710375,19716
16237,64,0.0045376457984590435,15183
3670,25,0.001772517890023064,3244
30217,27,0.0019143193212249091,26955
787,4,0.0002836028624036902,679
33516,2,0.0001418014312018451,29509
696,308,0.02183742040508415,592
24838,62,0.004395844367257199,22329
9730,181,0.012833029523766984,9042
30992,3,0.0002127021468027677,27567
33207,193,0.013683838110978053,29250
12302,113,0.00801178086290425,11494
16773,71,0.005033950807665502,15714
28017,46,0.0032614329176424376,25066
926,107,0.007586376569298714,814
21580,101,0.007160972275693178,20316
9393,53,0.0037577379268488955,8713
5394,105,0.007444575138096869,4897
1503,90,0.006381064404083031,1376
28900,87,0.006168362257280262,25831
32197,16,0.0011344114496147609,28354
516,51,0.0036159364956470505,421
6346,37,0.0026233264772341346,5806
28073,28,0.0019852200368258317,25120
10783,76,0.005388454385670115,10036
13188,22,0.0015598157432202963,12348
3279,22,0.0015598157432202963,2878
25888,17,0.0012053121652156834,23059
21383,82,0.00581385867927565,20124
19070,73,0.0051757522388673465,17976
33848,2,0.0001418014312018451,29823
32496,47,0.0033323336332433603,28651
12032,64,0.0045376457984590435,11235
69,14,0.0009926100184129158,11
29417,34,0.002410624330431367,26261
21233,42,0.0029778300552387475,19983
32321,44,0.0031196314864405925,28477
32508,65,0.004608546514059966,28663
13401,51,0.0036159364956470505,12559
1039,82,0.00581385867927565,925
528,51,0.0036159364956470505,433
10494,4,0.0002836028624036902,9763
28548,129,0.00914619231251901,25530
17714,62,0.004395844367257199,16637
6973,283,0.020064902515061083,6406
4226,97,0.006877369413289488,3784
17310,12,0.0008508085872110708,16238
30198,83,0.005884759394876572,26936
27103,88,0.006239262972881185,24189
29407,5,0.0003545035780046128,26252
33754,51,0.0036159364956470505,29738
33813,17,0.0012053121652156834,29788
18836,17,0.0012053121652156834,17746
28490,24,0.0017016171744221415,25490
3064,15,0.0010635107340138384,2676
30107,51,0.0036159364956470505,26845
25269,14,0.0009926100184129158,22513
460,21,0.0014889150276193737,367
71,16,0.0011344114496147609,13
15841,2,0.0001418014312018451,14793
11400,1,7.090071560092256e-05,10632
28640,20,0.0014180143120184512,25611
65,21,0.0014889150276193737,7
26795,10,0.0007090071560092256,23893
26259,34,0.002410624330431367,23410
15962,51,0.0036159364956470505,14913
296,56,0.003970440073651663,209
805,72,0.005104851523266425,694
32826,82,0.00581385867927565,28915
6029,15,0.0010635107340138384,5497
32976,10,0.0007090071560092256,29025
20547,10,0.0007090071560092256,19391
13527,43,0.0030487307708396702,12664
5275,54,0.0038286386424498183,4780
21201,39,0.0027651279084359797,19952
12669,85,0.006026560826078418,11844
12080,4,0.0002836028624036902,11280
26228,34,0.002410624330431367,23380
32493,44,0.0031196314864405925,28648
28247,7,0.0004963050092064579,25292
1067,165,0.011698618074152222,950
20292,48,0.003403234348844283,19170
33862,8,0.0005672057248073804,29837
29345,20,0.0014180143120184512,26192
1302,29,0.0020561207524267544,1179
73,54,0.0038286386424498183,15
32135,43,0.0030487307708396702,28292
74,61,0.004324943651656276,16
27396,15,0.0010635107340138384,24466
6882,10,0.0007090071560092256,6327
1474,27,0.0019143193212249091,1348
26684,23,0.0016307164588212188,23785
4488,30,0.0021270214680276767,4039
33571,35,0.0024815250460322896,29563
12660,1,7.090071560092256e-05,11835
29357,12,0.0008508085872110708,26204
27581,33,0.0023397236148304445,24642
28515,19,0.0013471135964175287,25515
13904,19,0.0013471135964175287,13038
15245,45,0.0031905322020415153,14340
14698,17,0.0012053121652156834,13806
8365,30,0.0021270214680276767,7716
9433,43,0.0030487307708396702,8752
2618,32,0.0022688228992295218,2236
67,10,0.0007090071560092256,9
17302,59,0.004183142220454431,16230
13588,77,0.0054593551012710375,12724
15187,39,0.0027651279084359797,14284
19222,43,0.0030487307708396702,18117
2260,14,0.0009926100184129158,2110
3249,12,0.0008508085872110708,2857
23211,21,0.0014889150276193737,21513
3943,27,0.0019143193212249091,3511
32807,43,0.0030487307708396702,28906
30988,46,0.0032614329176424376,27563
9107,29,0.0020561207524267544,8447
19368,31,0.0021979221836285995,18261
3577,43,0.0030487307708396702,3157
21645,33,0.0023397236148304445,20380
16779,34,0.002410624330431367,15720
158,34,0.002410624330431367,84
4739,3,0.0002127021468027677,4276
7596,16,0.0011344114496147609,6997
27878,12,0.0008508085872110708,24937
5030,41,0.002906929339637825,4554
19561,18,0.0012762128808166062,18452
6615,65,0.004608546514059966,6070
5464,12,0.0008508085872110708,4965
20635,22,0.0015598157432202963,19470
5397,24,0.0017016171744221415,4900
3658,74,0.005246652954468269,3232
21282,16,0.0011344114496147609,20031
459,2,0.0001418014312018451,366
33796,6,0.0004254042936055354,29771
1017,4,0.0002836028624036902,904
32988,12,0.0008508085872110708,29037
7871,51,0.0036159364956470505,7231
75,48,0.003403234348844283,17
2194,10,0.0007090071560092256,2044
21952,18,0.0012762128808166062,20665
29339,5,0.0003545035780046128,26186
25232,4,0.0002836028624036902,22477
14392,11,0.0007799078716101481,13506
16161,31,0.0021979221836285995,15108
29154,21,0.0014889150276193737,26058
2215,34,0.002410624330431367,2065
1297,26,0.0018434186056239866,1174
18513,4,0.0002836028624036902,17427
7599,38,0.0026942271928350574,7000
5342,1,7.090071560092256e-05,4847
25168,43,0.0030487307708396702,22414
11793,54,0.0038286386424498183,11022
33394,17,0.0012053121652156834,29415
9855,6,0.0004254042936055354,9166
29411,15,0.0010635107340138384,26256
31020,22,0.0015598157432202963,27594
10937,10,0.0007090071560092256,10186
14043,20,0.0014180143120184512,13176
26113,23,0.0016307164588212188,23266
30321,11,0.0007799078716101481,27059
33812,3,0.0002127021468027677,29787
33815,1,7.090071560092256e-05,29790
978,11,0.0007799078716101481,865
10210,1,7.090071560092256e-05,9487
19243,5,0.0003545035780046128,18138
1602,16,0.0011344114496147609,1471
19692,3,0.0002127021468027677,18582
27137,6,0.0004254042936055354,24223
14881,17,0.0012053121652156834,13981
33795,4,0.0002836028624036902,29770
31366,3,0.0002127021468027677,27791
17482,41,0.002906929339637825,16409
21495,8,0.0005672057248073804,20233
2772,6,0.0004254042936055354,2388
1345,10,0.0007090071560092256,1221
18793,1,7.090071560092256e-05,17707
33099,15,0.0010635107340138384,29144
7470,13,0.0009217093028119933,6874
63,20,0.0014180143120184512,5
24203,17,0.0012053121652156834,21843
20319,34,0.002410624330431367,19197
17736,34,0.002410624330431367,16658
2871,6,0.0004254042936055354,2485
3667,13,0.0009217093028119933,3241
17837,4,0.0002836028624036902,16759
33891,4,0.0002836028624036902,29854
9464,25,0.001772517890023064,8782
32211,1,7.090071560092256e-05,28368
26489,29,0.0020561207524267544,23600
430,9,0.0006381064404083031,337
28288,21,0.0014889150276193737,25330
32819,11,0.0007799078716101481,28909
32663,28,0.0019852200368258317,28801
10028,4,0.0002836028624036902,9319
4067,8,0.0005672057248073804,3634
33193,14,0.0009926100184129158,29236
26015,8,0.0005672057248073804,23170
14509,9,0.0006381064404083031,13620
27517,4,0.0002836028624036902,24579
6703,34,0.002410624330431367,6151
28186,28,0.0019852200368258317,25231
33399,21,0.0014889150276193737,29420
31989,4,0.0002836028624036902,28223
9821,15,0.0010635107340138384,9133
3099,12,0.0008508085872110708,2710
33620,4,0.0002836028624036902,29606
11129,15,0.0010635107340138384,10377
64,9,0.0006381064404083031,6
5415,15,0.0010635107340138384,4918
23059,1,7.090071560092256e-05,21365
32944,12,0.0008508085872110708,29002
31956,9,0.0006381064404083031,28205
28546,4,0.0002836028624036902,25528
76,6,0.0004254042936055354,18
60,4,0.0002836028624036902,2
32796,4,0.0002836028624036902,28896
3825,13,0.0009217093028119933,3397
25406,14,0.0009926100184129158,22642
33757,5,0.0003545035780046128,29741
33527,14,0.0009926100184129158,29520
1514,3,0.0002127021468027677,1387
32934,14,0.0009926100184129158,28994
11558,12,0.0008508085872110708,10789
68,12,0.0008508085872110708,10
604,1,7.090071560092256e-05,506
27947,8,0.0005672057248073804,25002
2727,30,0.0021270214680276767,2344
33859,22,0.0015598157432202963,29834
2020,9,0.0006381064404083031,1875
26498,1,7.090071560092256e-05,23609
14644,20,0.0014180143120184512,13752
27127,1,7.090071560092256e-05,24213
62,4,0.0002836028624036902,4
14092,5,0.0003545035780046128,13225
24264,1,7.090071560092256e-05,21888
17125,5,0.0003545035780046128,16058
19371,14,0.0009926100184129158,18264
10291,7,0.0004963050092064579,9565
12268,1,7.090071560092256e-05,11460
226,8,0.0005672057248073804,142
33216,2,0.0001418014312018451,29259
30164,6,0.0004254042936055354,26902
4635,1,7.090071560092256e-05,4173
19931,4,0.0002836028624036902,18814
33894,1,7.090071560092256e-05,29857
79,2,0.0001418014312018451,21
26262,4,0.0002836028624036902,23413
20604,4,0.0002836028624036902,19439
33828,4,0.0002836028624036902,29803
8166,2,0.0001418014312018451,7519
32672,8,0.0005672057248073804,28810
32403,5,0.0003545035780046128,28558
6576,4,0.0002836028624036902,6031
31002,2,0.0001418014312018451,27577
12305,3,0.0002127021468027677,11497
33856,11,0.0007799078716101481,29831
11594,16,0.0011344114496147609,10825
1591,3,0.0002127021468027677,1460
25403,12,0.0008508085872110708,22639
19268,12,0.0008508085872110708,18162
33798,3,0.0002127021468027677,29773
21589,2,0.0001418014312018451,20325
33809,2,0.0001418014312018451,29784
21354,8,0.0005672057248073804,20095
15165,4,0.0002836028624036902,14262
32754,3,0.0002127021468027677,28868
18636,1,7.090071560092256e-05,17550
12649,6,0.0004254042936055354,11824
19727,2,0.0001418014312018451,18617
448,15,0.0010635107340138384,355
21943,7,0.0004963050092064579,20656
26410,3,0.0002127021468027677,23557
33877,2,0.0001418014312018451,29840
10940,9,0.0006381064404083031,10189
14500,5,0.0003545035780046128,13611
33842,1,7.090071560092256e-05,29817
33125,2,0.0001418014312018451,29169
12591,1,7.090071560092256e-05,11767
33339,3,0.0002127021468027677,29367
31815,5,0.0003545035780046128,28076
9549,4,0.0002836028624036902,8865
6343,8,0.0005672057248073804,5803
13078,4,0.0002836028624036902,12241
72,4,0.0002836028624036902,14
66,6,0.0004254042936055354,8
32787,1,7.090071560092256e-05,28887
32228,4,0.0002836028624036902,28385
11836,5,0.0003545035780046128,11058
33800,1,7.090071560092256e-05,29775
27862,1,7.090071560092256e-05,24921
193,2,0.0001418014312018451,117
33823,1,7.090071560092256e-05,29798
33845,5,0.0003545035780046128,29820
33810,1,7.090071560092256e-05,29785
6907,1,7.090071560092256e-05,6352
78,7,0.0004963050092064579,20
30688,1,7.090071560092256e-05,27371
19225,7,0.0004963050092064579,18120
18516,2,0.0001418014312018451,17430
507,1,7.090071560092256e-05,412
33895,1,7.090071560092256e-05,29858
33898,1,7.090071560092256e-05,29861
28740,6,0.0004254042936055354,25692
30299,2,0.0001418014312018451,27037
25915,4,0.0002836028624036902,23086
26747,2,0.0001418014312018451,23846
33226,6,0.0004254042936055354,29269
18409,2,0.0001418014312018451,17324
7964,4,0.0002836028624036902,7321
3282,1,7.090071560092256e-05,2881
32395,3,0.0002127021468027677,28550
28498,1,7.090071560092256e-05,25498
28701,1,7.090071560092256e-05,25669
26490,6,0.0004254042936055354,23601
21571,1,7.090071560092256e-05,20307
31578,3,0.0002127021468027677,27923
32210,2,0.0001418014312018451,28367
61,3,0.0002127021468027677,3
22989,1,7.090071560092256e-05,21297
23390,3,0.0002127021468027677,21658
643,3,0.0002127021468027677,539
23127,2,0.0001418014312018451,21431
3096,2,0.0001418014312018451,2707
29342,5,0.0003545035780046128,26189
82,1,7.090071560092256e-05,24
31029,5,0.0003545035780046128,27603
22383,1,7.090071560092256e-05,21090
32319,1,7.090071560092256e-05,28475
33797,2,0.0001418014312018451,29772
32643,3,0.0002127021468027677,28783
695,2,0.0001418014312018451,591
31993,1,7.090071560092256e-05,28227
17028,3,0.0002127021468027677,15963
24624,2,0.0001418014312018451,22176
18637,2,0.0001418014312018451,17551
24847,1,7.090071560092256e-05,22338
224,1,7.090071560092256e-05,140
13982,1,7.090071560092256e-05,13115
30250,2,0.0001418014312018451,26988
31204,1,7.090071560092256e-05,27657
31998,1,7.090071560092256e-05,28232
33851,1,7.090071560092256e-05,29826
11480,2,0.0001418014312018451,10712
28315,1,7.090071560092256e-05,25357
33710,5,0.0003545035780046128,29696
33861,1,7.090071560092256e-05,29836
10340,1,7.090071560092256e-05,9613
31016,3,0.0002127021468027677,27590
33843,1,7.090071560092256e-05,29818
33749,1,7.090071560092256e-05,29733
16536,1,7.090071560092256e-05,15480
27303,2,0.0001418014312018451,24378
4741,1,7.090071560092256e-05,4278
31936,1,7.090071560092256e-05,28185
28849,1,7.090071560092256e-05,25782
33826,1,7.090071560092256e-05,29801
33115,1,7.090071560092256e-05,29160
33829,1,7.090071560092256e-05,29804
693,1,7.090071560092256e-05,589
33799,1,7.090071560092256e-05,29774
7436,1,7.090071560092256e-05,6843
28843,1,7.090071560092256e-05,25777
24212,1,7.090071560092256e-05,21846
33827,1,7.090071560092256e-05,29802
